"subject" "activity" "signal.cmpnt" "sensor" "axis" "mean" "std"
"s12" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0895434978391304 -0.337806681456522
"s12" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.949861980652174 -0.959504017391304
"s12" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.178702175434783 -0.94329842826087
"s12" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.0561050624630435 -0.935399348043478
"s12" "SITTING" "Body" "Acc" "X" 0.275007224901961 -0.982568781960784
"s12" "SITTING" "Body" "Acc" "Y" -0.0157892988523529 -0.92858124
"s12" "SITTING" "Body" "Acc" "Z" -0.106307228960784 -0.939661889019608
"s12" "SITTING" "Body" "Gyro" "X" -0.0424159182941176 -0.974425351960784
"s12" "SITTING" "Body" "Gyro" "Y" -0.0751980398235294 -0.960497127647059
"s12" "SITTING" "Body" "Gyro" "Z" 0.0728462158235294 -0.951552533137255
"s12" "SITTING" "Gravity" "Acc" "X" 0.926228975490196 -0.985203642352941
"s12" "SITTING" "Gravity" "Acc" "Y" 0.0830509010823529 -0.963641979215686
"s12" "SITTING" "Gravity" "Acc" "Z" 0.0885640696078431 -0.956208629607843
"s12" "STANDING" "Body" "Acc" "X" 0.277405834918033 -0.981243992459016
"s12" "STANDING" "Body" "Acc" "Y" -0.0169002543196721 -0.923140254098361
"s12" "STANDING" "Body" "Acc" "Z" -0.105526999754098 -0.920684800114754
"s12" "STANDING" "Body" "Gyro" "X" -0.0300030427426229 -0.883655251803279
"s12" "STANDING" "Body" "Gyro" "Y" -0.0700083750360656 -0.941469207540984
"s12" "STANDING" "Body" "Gyro" "Z" 0.074256819 -0.950364757540984
"s12" "STANDING" "Gravity" "Acc" "X" 0.957317821803279 -0.985314210491803
"s12" "STANDING" "Gravity" "Acc" "Y" -0.21886535557377 -0.970482614590164
"s12" "STANDING" "Gravity" "Acc" "Z" -0.0395382767304918 -0.939534099016393
"s12" "LAYING" "Body" "Acc" "X" 0.260113433 -0.95531868
"s12" "LAYING" "Body" "Acc" "Y" -0.0175203917146667 -0.949072009333333
"s12" "LAYING" "Body" "Acc" "Z" -0.108160125666667 -0.9483338435
"s12" "LAYING" "Body" "Gyro" "X" -0.0146546807316667 -0.966090742
"s12" "LAYING" "Body" "Gyro" "Y" -0.0835537350333333 -0.953873893833333
"s12" "LAYING" "Body" "Gyro" "Z" 0.14519184795 -0.950157442166667
"s12" "LAYING" "Gravity" "Acc" "X" -0.3785920653 -0.936458309333333
"s12" "LAYING" "Gravity" "Acc" "Y" 0.8033788345 -0.974396492666667
"s12" "LAYING" "Gravity" "Acc" "Z" 0.2750431984 -0.9596439555
"s13" "WALKING" "Body" "Acc" "X" 0.275883130350877 -0.346980394210526
"s13" "WALKING" "Body" "Acc" "Y" -0.0185660651947368 0.141866689392982
"s13" "WALKING" "Body" "Acc" "Z" -0.111431456192982 -0.220503537026316
"s13" "WALKING" "Body" "Gyro" "X" -0.0174207634701754 -0.376059914210526
"s13" "WALKING" "Body" "Gyro" "Y" -0.0798472502663158 -0.290023550315789
"s13" "WALKING" "Body" "Gyro" "Z" 0.0784205641252632 -0.363369948070175
"s13" "WALKING" "Gravity" "Acc" "X" 0.910855709298246 -0.97254492245614
"s13" "WALKING" "Gravity" "Acc" "Y" -0.283658580877193 -0.960899845614035
"s13" "WALKING" "Gravity" "Acc" "Z" -0.131299718666667 -0.948637587719298
"s13" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.258203939581818 -0.296284597454545
"s13" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0277392253910909 0.104470773801818
"s13" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.125767265890909 -0.217210568085455
"s13" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.13829376226 -0.541066687090909
"s13" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" 0.00381966911090909 -0.403572169636364
"s13" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.116679563256364 -0.211805111745455
"s13" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.847634313454545 -0.946441502363636
"s13" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.357404501636364 -0.922054968727273
"s13" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.207507170584727 -0.910271096181818
"s13" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.294907553404255 -0.0681563626617021
"s13" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0143723839108511 -0.03212524665
"s13" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.101993941531915 -0.158333146191489
"s13" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.122672201757447 -0.417014161553191
"s13" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0237205719148936 -0.198848161170213
"s13" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.111284239655957 -0.322774082765957
"s13" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.941875619787234 -0.952643084042553
"s13" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.211555112553191 -0.92854437106383
"s13" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.0950820341687234 -0.893962984042553
"s13" "SITTING" "Body" "Acc" "X" 0.274328499591837 -0.989546275306122
"s13" "SITTING" "Body" "Acc" "Y" -0.00587732936326531 -0.938967741632653
"s13" "SITTING" "Body" "Acc" "Z" -0.0972465110836735 -0.938641215510204
"s13" "SITTING" "Body" "Gyro" "X" -0.0355124856836735 -0.985844263265306
"s13" "SITTING" "Body" "Gyro" "Y" -0.0902687401836735 -0.979668456122449
"s13" "SITTING" "Body" "Gyro" "Z" 0.0823432026610204 -0.966896414285714
"s13" "SITTING" "Gravity" "Acc" "X" 0.92557651244898 -0.981379112653061
"s13" "SITTING" "Gravity" "Acc" "Y" 0.101769752489796 -0.951353064693878
"s13" "SITTING" "Gravity" "Acc" "Z" 0.0757773858163265 -0.930979556938776
"s13" "STANDING" "Body" "Acc" "X" 0.277758431052632 -0.991020759298246
"s13" "STANDING" "Body" "Acc" "Y" -0.0167891993964912 -0.949422439473684
"s13" "STANDING" "Body" "Acc" "Z" -0.112124137754386 -0.967538031754386
"s13" "STANDING" "Body" "Gyro" "X" -0.0295492164431579 -0.955577395789474
"s13" "STANDING" "Body" "Gyro" "Y" -0.0753205243684211 -0.971721755964912
"s13" "STANDING" "Body" "Gyro" "Z" 0.085471246877193 -0.973436596140351
"s13" "STANDING" "Gravity" "Acc" "X" 0.942695296842105 -0.992232401754386
"s13" "STANDING" "Gravity" "Acc" "Y" -0.239943146315789 -0.974681225789474
"s13" "STANDING" "Gravity" "Acc" "Z" -0.0524856614035088 -0.976827157368421
"s13" "LAYING" "Body" "Acc" "X" 0.276716360483871 -0.968891989354839
"s13" "LAYING" "Body" "Acc" "Y" -0.020440454366129 -0.950947949516129
"s13" "LAYING" "Body" "Acc" "Z" -0.104331864532258 -0.950392995483871
"s13" "LAYING" "Body" "Gyro" "X" -0.00973609968045161 -0.972143470322581
"s13" "LAYING" "Body" "Gyro" "Y" -0.0966250701451613 -0.96270462
"s13" "LAYING" "Body" "Gyro" "Z" 0.117819614790323 -0.967350513709677
"s13" "LAYING" "Gravity" "Acc" "X" -0.156852206467742 -0.957875244677419
"s13" "LAYING" "Gravity" "Acc" "Y" 0.656400944354839 -0.975948136290323
"s13" "LAYING" "Gravity" "Acc" "Z" 0.598884988709677 -0.959892863709677
"s14" "WALKING" "Body" "Acc" "X" 0.271959598644068 -0.402639098135593
"s14" "WALKING" "Body" "Acc" "Y" -0.0217785380966102 -0.0536126686650847
"s14" "WALKING" "Body" "Acc" "Z" -0.106756369135593 0.0518841040022034
"s14" "WALKING" "Body" "Gyro" "X" -0.00347655062271186 -0.60038822220339
"s14" "WALKING" "Body" "Gyro" "Y" -0.0829682847966102 -0.0148392604279661
"s14" "WALKING" "Body" "Gyro" "Z" 0.0513222717627119 -0.12609080020339
"s14" "WALKING" "Gravity" "Acc" "X" 0.802973961525424 -0.974816884237288
"s14" "WALKING" "Gravity" "Acc" "Y" -0.270314822881356 -0.954455935762712
"s14" "WALKING" "Gravity" "Acc" "Z" -0.422495268474576 -0.947516969830508
"s14" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.26242106612963 -0.309396717592593
"s14" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0204388180024074 0.307195533
"s14" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.112279688983333 0.609017879074074
"s14" "WALKING_UPSTAIRS" "Body" "Gyro" "X" 0.0813841685037037 -0.454283337592593
"s14" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.123499570044444 0.476518714444444
"s14" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" -0.0441381886666667 0.564875818162963
"s14" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.688256122222222 -0.928523640925926
"s14" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.322680364814815 -0.907231431296296
"s14" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.49508872037037 -0.875450819074074
"s14" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.293422115555556 0.0178313402266667
"s14" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0200141413657778 0.378870491755556
"s14" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.0928330165533333 0.451576075111111
"s14" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.0147079653333333 -0.354551638377778
"s14" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0945288409066667 0.0569902222622222
"s14" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0353344537555556 0.356198597177778
"s14" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.81629643 -0.919098794
"s14" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.264254674666667 -0.920725940666667
"s14" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.392555882222222 -0.879565316666667
"s14" "SITTING" "Body" "Acc" "X" 0.279990577037037 -0.976302248148148
"s14" "SITTING" "Body" "Acc" "Y" -0.00870565463888889 -0.914935703907407
"s14" "SITTING" "Body" "Acc" "Z" -0.100401490425926 -0.922774835740741
"s14" "SITTING" "Body" "Gyro" "X" -0.0440403326851852 -0.980829981481481
"s14" "SITTING" "Body" "Gyro" "Y" -0.0713478280925926 -0.962048191666667
"s14" "SITTING" "Body" "Gyro" "Z" 0.0928523607037037 -0.952904383518518
"s14" "SITTING" "Gravity" "Acc" "X" 0.939038759814815 -0.976280399444444
"s14" "SITTING" "Gravity" "Acc" "Y" -0.0364533962277778 -0.95032266362963
"s14" "SITTING" "Gravity" "Acc" "Z" -0.0945970534814815 -0.938415738148148
"s14" "STANDING" "Body" "Acc" "X" 0.280545613833333 -0.973268905
"s14" "STANDING" "Body" "Acc" "Y" -0.01520781344 -0.928525725333333
"s14" "STANDING" "Body" "Acc" "Z" -0.103817701790667 -0.9222763115
"s14" "STANDING" "Body" "Gyro" "X" -0.0220886526891667 -0.9610917615
"s14" "STANDING" "Body" "Gyro" "Y" -0.05581088271 -0.9462806205
"s14" "STANDING" "Body" "Gyro" "Z" 0.07904758875 -0.946589134666667
"s14" "STANDING" "Gravity" "Acc" "X" 0.875319569 -0.972005366333333
"s14" "STANDING" "Gravity" "Acc" "Y" -0.226692231166667 -0.965781048333333
"s14" "STANDING" "Gravity" "Acc" "Z" -0.338174888666667 -0.940757718
"s14" "LAYING" "Body" "Acc" "X" 0.233275439803922 -0.917501887333333
"s14" "LAYING" "Body" "Acc" "Y" -0.0113424652490196 -0.909697040980392
"s14" "LAYING" "Body" "Acc" "Z" -0.0868333315509804 -0.900331921686275
"s14" "LAYING" "Body" "Gyro" "X" 0.00505221181607843 -0.957221015098039
"s14" "LAYING" "Body" "Gyro" "Y" -0.153423807745098 -0.932499780588235
"s14" "LAYING" "Body" "Gyro" "Z" 0.149124058235294 -0.952296965294118
"s14" "LAYING" "Gravity" "Acc" "X" -0.145483631627451 -0.862136937254902
"s14" "LAYING" "Gravity" "Acc" "Y" 0.48539692745098 -0.94877486372549
"s14" "LAYING" "Gravity" "Acc" "Z" 0.83656291 -0.90130385627451
"s15" "WALKING" "Body" "Acc" "X" 0.273899207962963 -0.327961801111111
"s15" "WALKING" "Body" "Acc" "Y" -0.0170809740090741 0.138912923691296
"s15" "WALKING" "Body" "Acc" "Z" -0.107621819518519 -0.518932634814815
"s15" "WALKING" "Body" "Gyro" "X" -0.0554883847662963 -0.329624620185185
"s15" "WALKING" "Body" "Gyro" "Y" -0.06124278833 -0.420865007777778
"s15" "WALKING" "Body" "Gyro" "Z" 0.0842484921022222 -0.48653265537037
"s15" "WALKING" "Gravity" "Acc" "X" 0.951524391481481 -0.978397287962963
"s15" "WALKING" "Gravity" "Acc" "Y" -0.233918282592593 -0.971056501481481
"s15" "WALKING" "Gravity" "Acc" "Z" 0.0757356734814815 -0.95805876537037
"s15" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.270187595833333 -0.0260971840270833
"s15" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0287523860708333 -0.00406536043541667
"s15" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.116952464895833 -0.379717488104167
"s15" "WALKING_UPSTAIRS" "Body" "Gyro" "X" 0.0903340029875 -0.415251317916667
"s15" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.154721289270833 -0.3302332351
"s15" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.0911681484547917 -0.477365945208333
"s15" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.918544812291667 -0.952562395625
"s15" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.3149610125 -0.927648821458333
"s15" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" 0.0811803405 -0.92161847875
"s15" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.280198851190476 0.406471051190476
"s15" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.00563047804309524 0.186532377428571
"s15" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.110526066428571 -0.281982181666667
"s15" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.136618653071429 -0.318692525928571
"s15" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0346755727619048 -0.37320816
"s15" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0711758197607143 -0.250648085714286
"s15" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.932302200476191 -0.942806478333333
"s15" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.167462317142857 -0.925685893571429
"s15" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" 0.0788822410992857 -0.93400831
"s15" "SITTING" "Body" "Acc" "X" 0.27290337979661 -0.987084356101695
"s15" "SITTING" "Body" "Acc" "Y" -0.0117188472271186 -0.922407162881356
"s15" "SITTING" "Body" "Acc" "Z" -0.11366125320339 -0.949338025084746
"s15" "SITTING" "Body" "Gyro" "X" -0.0377111130338983 -0.988204115254237
"s15" "SITTING" "Body" "Gyro" "Y" -0.0803428762830509 -0.975321519491525
"s15" "SITTING" "Body" "Gyro" "Z" 0.0951978083898305 -0.963765802881356
"s15" "SITTING" "Gravity" "Acc" "X" 0.89036426220339 -0.982620883728814
"s15" "SITTING" "Gravity" "Acc" "Y" 0.210849305016949 -0.943561411694915
"s15" "SITTING" "Gravity" "Acc" "Z" 0.00281565980440678 -0.952973658983051
"s15" "STANDING" "Body" "Acc" "X" 0.278915803962264 -0.988949247358491
"s15" "STANDING" "Body" "Acc" "Y" -0.0183516360396226 -0.931900148301887
"s15" "STANDING" "Body" "Acc" "Z" -0.105910832679245 -0.951670257924528
"s15" "STANDING" "Body" "Gyro" "X" -0.0262433562254717 -0.947790802075472
"s15" "STANDING" "Body" "Gyro" "Y" -0.0659637517169811 -0.971332584339623
"s15" "STANDING" "Body" "Gyro" "Z" 0.0761946738773585 -0.968167046415094
"s15" "STANDING" "Gravity" "Acc" "X" 0.965528899622642 -0.988432084716981
"s15" "STANDING" "Gravity" "Acc" "Y" -0.164713175490566 -0.965687978301887
"s15" "STANDING" "Gravity" "Acc" "Z" 0.0645975994528302 -0.958810153207547
"s15" "LAYING" "Body" "Acc" "X" 0.2894756525 -0.972255551527778
"s15" "LAYING" "Body" "Acc" "Y" -0.0166296542054167 -0.962759422361111
"s15" "LAYING" "Body" "Acc" "Z" -0.118530240291667 -0.929586835277778
"s15" "LAYING" "Body" "Gyro" "X" -0.0168300887791667 -0.957167680694444
"s15" "LAYING" "Body" "Gyro" "Y" -0.0619700871944444 -0.961142911805556
"s15" "LAYING" "Body" "Gyro" "Z" 0.113451899791667 -0.956537051666667
"s15" "LAYING" "Gravity" "Acc" "X" -0.1719930545 -0.961509742916667
"s15" "LAYING" "Gravity" "Acc" "Y" 0.899242553055556 -0.986036192361111
"s15" "LAYING" "Gravity" "Acc" "Z" -0.0369192905555556 -0.950710357083333
"s16" "WALKING" "Body" "Acc" "X" 0.276023564509804 -0.404692523921569
"s16" "WALKING" "Body" "Acc" "Y" -0.0204286929452941 -0.314569762352941
"s16" "WALKING" "Body" "Acc" "Z" -0.108804049803922 -0.159799790235294
"s16" "WALKING" "Body" "Gyro" "X" -0.0151721912792157 -0.654171847058823
"s16" "WALKING" "Body" "Gyro" "Y" -0.0695955689607843 -0.612593634117647
"s16" "WALKING" "Body" "Gyro" "Z" 0.0818650735686274 -0.365489530588235
"s16" "WALKING" "Gravity" "Acc" "X" 0.925981326078431 -0.982469595490196
"s16" "WALKING" "Gravity" "Acc" "Y" -0.0668246472745098 -0.973784841960784
"s16" "WALKING" "Gravity" "Acc" "Z" -0.217351194313725 -0.961387254313726
"s16" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.255986102627451 -0.397083831568627
"s16" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0143654945011765 -0.163732745078431
"s16" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.124074517745098 -0.129283825721569
"s16" "WALKING_UPSTAIRS" "Body" "Gyro" "X" 0.0718408878078431 -0.508087166666667
"s16" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0486136789705882 -0.58638289372549
"s16" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" -0.00779288021764706 -0.365025170078431
"s16" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.826874282745098 -0.948413552745098
"s16" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.0805926025490196 -0.933657461176471
"s16" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.379059698039216 -0.907649558823529
"s16" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.295586802191489 0.207251997929787
"s16" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0183898583787234 -0.146993837655319
"s16" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.119873705148936 0.0114353944787234
"s16" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.0225373369978723 -0.45418847106383
"s16" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.068264792706383 -0.528329304680851
"s16" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0835380057 -0.444636334893617
"s16" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.917818427021277 -0.957785118085106
"s16" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.0584832676382979 -0.955487793617021
"s16" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.225382496382979 -0.910588943191489
"s16" "SITTING" "Body" "Acc" "X" 0.280768574492754 -0.986825605362319
"s16" "SITTING" "Body" "Acc" "Y" -0.0102497939956522 -0.951607872463768
"s16" "SITTING" "Body" "Acc" "Z" -0.0891404038405797 -0.939672247101449
"s16" "SITTING" "Body" "Gyro" "X" -0.0412014042275362 -0.981037373333333
"s16" "SITTING" "Body" "Gyro" "Y" -0.0574525433043478 -0.958336595507246
"s16" "SITTING" "Body" "Gyro" "Z" 0.0795736310463768 -0.960287831304348
"s16" "SITTING" "Gravity" "Acc" "X" 0.942457377971014 -0.980158243333333
"s16" "SITTING" "Gravity" "Acc" "Y" -0.086588253942029 -0.968023206956522
"s16" "SITTING" "Gravity" "Acc" "Z" 0.0892682200463768 -0.945813561478261
"s16" "STANDING" "Body" "Acc" "X" 0.283497402948718 -0.989076811794872
"s16" "STANDING" "Body" "Acc" "Y" -0.0165999672935897 -0.960298267692308
"s16" "STANDING" "Body" "Acc" "Z" -0.103657729076923 -0.953468961666667
"s16" "STANDING" "Body" "Gyro" "X" -0.0299337294166667 -0.973400107564103
"s16" "STANDING" "Body" "Gyro" "Y" -0.068667733 -0.980110277307692
"s16" "STANDING" "Body" "Gyro" "Z" 0.0867342708846154 -0.982357006410256
"s16" "STANDING" "Gravity" "Acc" "X" 0.941587749358974 -0.985359689871795
"s16" "STANDING" "Gravity" "Acc" "Y" -0.0578867045 -0.980552435769231
"s16" "STANDING" "Gravity" "Acc" "Z" -0.166737468166667 -0.959562830769231
"s16" "LAYING" "Body" "Acc" "X" 0.274227162571429 -0.973691429428571
"s16" "LAYING" "Body" "Acc" "Y" -0.0166103510562857 -0.943061150285714
"s16" "LAYING" "Body" "Acc" "Z" -0.107310493242857 -0.965490276285714
"s16" "LAYING" "Body" "Gyro" "X" -0.0161545406857143 -0.977010769857143
"s16" "LAYING" "Body" "Gyro" "Y" -0.113675060885714 -0.970747514
"s16" "LAYING" "Body" "Gyro" "Z" 0.0966210349428571 -0.984781484857143
"s16" "LAYING" "Gravity" "Acc" "X" -0.206783742242857 -0.963761977857143
"s16" "LAYING" "Gravity" "Acc" "Y" -0.0199270225714286 -0.966087103857143
"s16" "LAYING" "Gravity" "Acc" "Z" 0.893884468571429 -0.967886002
"s17" "WALKING" "Body" "Acc" "X" 0.272341855245902 -0.31950017295082
"s17" "WALKING" "Body" "Acc" "Y" -0.0184875403339344 -0.0175797885542623
"s17" "WALKING" "Body" "Acc" "Z" -0.109792122032787 -0.265824489180328
"s17" "WALKING" "Body" "Gyro" "X" -0.00922265519180328 -0.47981351295082
"s17" "WALKING" "Body" "Gyro" "Y" -0.0839773343770492 -0.454932903934426
"s17" "WALKING" "Body" "Gyro" "Z" 0.0757132656704918 -0.386044435409836
"s17" "WALKING" "Gravity" "Acc" "X" 0.92811236852459 -0.980983351639344
"s17" "WALKING" "Gravity" "Acc" "Y" -0.179927382704918 -0.968613202622951
"s17" "WALKING" "Gravity" "Acc" "Z" -0.190265949622951 -0.956903248196721
"s17" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.252604768583333 -0.062952754100625
"s17" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0228645614308333 -0.0131721014395833
"s17" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.121290442104167 -0.230220954239583
"s17" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.0304250571395833 -0.496562732729167
"s17" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0548455941370417 -0.493044125208333
"s17" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.0560931358145833 -0.234402350714583
"s17" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.853530565833333 -0.949460372291667
"s17" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.284153753333333 -0.91597346625
"s17" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.298171464166667 -0.930159843541667
"s17" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.29391828326087 0.187719760269565
"s17" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0167359404347826 -0.0607892037384783
"s17" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.0892432745173913 -0.231064156615217
"s17" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" 0.0677728390673913 -0.370436868891304
"s17" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.123517195928261 -0.459281989565217
"s17" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0162878745776087 -0.468462984347826
"s17" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.928817578043478 -0.950026242173913
"s17" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.151077057652174 -0.946576675652174
"s17" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.160962985956522 -0.901097766521739
"s17" "SITTING" "Body" "Acc" "X" 0.2773570196875 -0.9944439053125
"s17" "SITTING" "Body" "Acc" "Y" -0.014156274084375 -0.96185862984375
"s17" "SITTING" "Body" "Acc" "Z" -0.11362408509375 -0.96572919578125
"s17" "SITTING" "Body" "Gyro" "X" -0.042549159015625 -0.98963832578125
"s17" "SITTING" "Body" "Gyro" "Y" -0.0669245931234375 -0.98612868078125
"s17" "SITTING" "Body" "Gyro" "Z" 0.0860053803375 -0.9797052259375
"s17" "SITTING" "Gravity" "Acc" "X" 0.94488374765625 -0.99019661703125
"s17" "SITTING" "Gravity" "Acc" "Y" -0.002814673171875 -0.9667201059375
"s17" "SITTING" "Gravity" "Acc" "Z" -0.135803881679687 -0.9566106440625
"s17" "STANDING" "Body" "Acc" "X" 0.277942503333333 -0.991163919871795
"s17" "STANDING" "Body" "Acc" "Y" -0.0174120064169231 -0.968176663717949
"s17" "STANDING" "Body" "Acc" "Z" -0.111432145565 -0.970462679230769
"s17" "STANDING" "Body" "Gyro" "X" -0.0269576937130769 -0.981373082948718
"s17" "STANDING" "Body" "Gyro" "Y" -0.0770632126371795 -0.985121164615385
"s17" "STANDING" "Body" "Gyro" "Z" 0.0880561869358974 -0.985538363333333
"s17" "STANDING" "Gravity" "Acc" "X" 0.904678547435897 -0.985751365769231
"s17" "STANDING" "Gravity" "Acc" "Y" -0.257486817948718 -0.975810476025641
"s17" "STANDING" "Gravity" "Acc" "Z" -0.202687757012821 -0.969171762179487
"s17" "LAYING" "Body" "Acc" "X" 0.269780085577465 -0.972960567323944
"s17" "LAYING" "Body" "Acc" "Y" -0.0168462006729577 -0.944792875211268
"s17" "LAYING" "Body" "Acc" "Z" -0.107006279704225 -0.953476700140845
"s17" "LAYING" "Body" "Gyro" "X" -0.0234756467113239 -0.975893061830986
"s17" "LAYING" "Body" "Gyro" "Y" -0.0944580192535211 -0.971484336197183
"s17" "LAYING" "Body" "Gyro" "Z" 0.111440490309859 -0.976200771267606
"s17" "LAYING" "Gravity" "Acc" "X" -0.19913309 -0.961063222394366
"s17" "LAYING" "Gravity" "Acc" "Y" 0.658792072253521 -0.961466681267606
"s17" "LAYING" "Gravity" "Acc" "Z" 0.722657502112676 -0.957164565211268
"s18" "WALKING" "Body" "Acc" "X" 0.273887758571429 -0.37600552125
"s18" "WALKING" "Body" "Acc" "Y" -0.0178023631866071 -0.227005874892857
"s18" "WALKING" "Body" "Acc" "Z" -0.104218315464286 -0.428348061071429
"s18" "WALKING" "Body" "Gyro" "X" -0.0399399716026786 -0.7044397775
"s18" "WALKING" "Body" "Gyro" "Y" -0.0613727362975 -0.496431539642857
"s18" "WALKING" "Body" "Gyro" "Z" 0.0944718394625 -0.511417204821429
"s18" "WALKING" "Gravity" "Acc" "X" 0.92386524875 -0.983010882678571
"s18" "WALKING" "Gravity" "Acc" "Y" -0.254317085892857 -0.975311658928571
"s18" "WALKING" "Gravity" "Acc" "Z" -0.0609313415892857 -0.97248384875
